"","geometry","country","code","region","ngs_capacity","who_testing_capacity","sequencing_capacity","max_new_tests_cap_avg","cap_cum_tests","cum_tpr","tests_in_last_90_days","tests_in_last_7_days","tests_in_last_year","avg_test_per_1000_last_year","dx_testing_capacity","cases_in_last_90_days","sequences_in_last_90_days","population_size","percent_of_recent_cases_sequenced","per_capita_seq_rate","max_prevalence_variant_pct","max_new_seq_cap_avg","total_sequences","cases_in_last_7_days","cases_in_last_year","sequences_in_last_year","tpr_90_days","tpr_7_days","cases_in_the_last_7_days_per_100k","test_in_the_last_7_days_per_100k","tpr_year","reporting_lag_diff","world_bank_economies","sars_cov_2_sequencing","archetype_full","archetype","label","dx_testing_capacity_clean","sequencing_capacity_clean","sars_cov_2_sequencing_clean","archetype_clean","old_archetype","old_max_new_tests_cap_avg","old_dx_testing_capacity"
"158",NA,"Palau","PLW","Western Pacific",0,"0 - Unreliable","0 NGS facilities or equivalent",0,0,NA,0,0,0,0,"Unreliable testing capacity",6,0,18174,0,0,100,NA,2,0,8,2,NA,NA,0,0,NA,0,"High income","1-499 sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Test","0 - High Income*",NA,"Unreliable testing capacity"
"159",NA,"Palestine","PSE","Eastern Mediterranean",0,"0 - Unreliable","0 NGS facilities or equivalent",242.23,545.328955106842,0.16664959091901,471568,28646,2022575,1.08631667709528,"Reliable testing capacity",88805,0,5222756,0,0,100,NA,132,1354,353835,37,0.18831854578767,0.047266634085038,25.9250097075184,548.484363428045,0.174942832775052,0,"Lower middle income","1-499 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Connect","2 - Connect",242.23,"Reliable testing capacity"
"160",NA,"Palestine","PSE","Eastern Mediterranean",0,"0 - Unreliable","0 NGS facilities or equivalent",242.23,545.328955106842,0.16664959091901,471568,28646,2022575,1.08631667709528,"Reliable testing capacity",88805,0,5222756,0,0,100,NA,132,1354,353835,37,0.18831854578767,0.047266634085038,25.9250097075184,548.484363428045,0.174942832775052,0,"Lower middle income","1-499 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Connect","2 - Connect",242.23,"Reliable testing capacity"
"161",NA,"Panama","PAN","Americas",2,"1 - Reliable","4+ NGS facilities or equivalent",302.19,808.53302433372,0.137806192351569,0,0,2437884,1.54788742678455,"Reliable testing capacity",18334,0,4381583,0,0,100,NA,1262,1728,287774,620,NA,Inf,39.4378013608324,0,0.118042531966246,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",302.19,"Reliable testing capacity"
"162",NA,"Papua New Guinea","PNG","Western Pacific",0,"0 - Unreliable","0 NGS facilities or equivalent",14.99,27.8472113557617,0.144198852895255,68815,0,213810,0.06547231719211,"Unreliable testing capacity",17385,262,9119005,1.5070463042853,2.87312047750824,1.13689718452288,NA,2394,389,35202,2295,0.252633873428758,Inf,4.26581628149124,0,0.164641504139189,0,"Lower middle income","500+ sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","500+ sequences","Test","1 - Test",11.79,"Unreliable testing capacity"
"163",NA,"Paraguay","PRY","Americas",0,"1 - Reliable","0 NGS facilities or equivalent",111.74,278.962848731249,0.233008449917129,182454,19173,1499000,0.575753443862119,"Reliable testing capacity",4259,69,7219641,1.62009861469829,0.95572619192561,4.24874105485937,NA,887,223,370068,817,0.0233428699836671,0.0116309393417827,3.08879624346972,265.567221417242,0.246876584389593,0,"Upper middle income","500+ sequences","3 - Leverage","Leverage","? Leverage existing NGS capacity","Reliable testing capacity","0 NGS facilities or equivalent","500+ sequences","Leverage","2 - Connect",111.74,"Reliable testing capacity"
"164",NA,"Peru","PER","Americas",2,"1 - Reliable","4+ NGS facilities or equivalent",187.53,631.047100570181,0.108347453258861,3584799,296006,15599835,1.29622934528093,"Reliable testing capacity",92079,2888,33359415,3.13643718980441,8.65722615339627,0.103676560560384,NA,11075,10958,1273430,10024,0.0256859589617158,0.0370195198745971,32.8482978493478,887.323713560325,0.0816309916098472,0,"Upper middle income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","4+ NGS facilities or equivalent","500+ sequences","Strengthen","4 - Strengthen",187.53,"Reliable testing capacity"
"165",NA,"Philippines","PHL","Western Pacific",1,"1 - Reliable","1-3 NGS facilities or equivalent",72.12,225.169007400918,0.114961653335289,4905660,247949,18481127,0.462062078805032,"Reliable testing capacity",570526,0,111046910,0,0,100,NA,12766,1438,2387192,12025,0.116299539715349,0.00579957975228777,1.29494823403911,223.283115216803,0.129169178914251,0,"Lower middle income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","1-3 NGS facilities or equivalent","500+ sequences","Strengthen","4 - Strengthen",72.12,"Reliable testing capacity"
"166",NA,"Pitcairn Islands","PCN","",NA,"NaN","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Unreliable testing capacity",0,0,47,NA,0,100,NA,0,0,0,0,NA,NA,0,NA,NA,0,"NaN","0 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","0 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"167",NA,"Poland","POL","Europe",2,"0 - Unreliable","4+ NGS facilities or equivalent",219.79,543.002906439084,0.186280094658025,368928,0,13960311,1.01058016215976,"Reliable testing capacity",933793,12385,37797000,1.32631107750861,32.7671508320766,0.0241854662336727,NA,33538,143577,2692572,33104,2.5310982088646,Inf,379.863481228669,0,0.192873353609386,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",219.79,"Reliable testing capacity"
"168",NA,"Portugal","PRT","Europe",2,"1 - Reliable","4+ NGS facilities or equivalent",633.68,1784.8263214671,0.0656206740771942,643431,0,13328098,3.58098823048949,"Reliable testing capacity",137188,5289,10167923,3.85529346590081,52.0165229418043,0.0566247689591015,NA,22841,25285,845544,20579,0.213213227214729,Inf,248.674188425699,0,0.0634407099947795,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",633.68,"Reliable testing capacity"
"169",NA,"Puerto Rico","PRI","Americas",1,"1 - Reliable","1-3 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Reliable testing capacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","0 sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Connect","0 - High Income*",NA,"Reliable testing capacity"
"170",NA,"Qatar","QAT","Eastern Mediterranean",2,"1 - Reliable","4+ NGS facilities or equivalent",226.34,1064.867754252,0.0799749925355717,486971,39367,1896458,1.80346245833591,"Reliable testing capacity",10459,209,2930524,1.9982789941677,7.13183034842915,1.42314095826879,NA,4257,967,104393,2766,0.0214776649944247,0.024563720882973,32.9975117078038,1343.34337476847,0.0550463021063477,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",226.34,"Reliable testing capacity"
"171",NA,"Republic of the Congo","COG","Africa",0,"1 - Reliable","0 NGS facilities or equivalent",17.85,52.146611090975,0.0662600566473788,69079,0,233491,0.115929932921894,"Reliable testing capacity",5365,124,5657017,2.31127679403541,2.19196795767098,2.38696354355924,NA,450,96,13017,430,0.0776647027316551,Inf,1.69700745110011,0,0.0557494721423952,0,"Lower middle income","1-499 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Connect","2 - Connect",17.51,"Reliable testing capacity"
"172",NA,"Romania","ROU","Europe",1,"1 - Reliable","1-3 NGS facilities or equivalent",320.22,854.333194718786,0.109101111960078,4425600,245739,12008869,1.71020953107933,"Reliable testing capacity",666567,2870,19127772,0.430564369373221,15.0043611979482,0.104326457526827,NA,7883,6310,1236814,7048,0.150616187635575,0.0256776498642869,32.9886826338164,1284.72359457233,0.102991713874138,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",299.77,"Reliable testing capacity"
"173",NA,"Russia","RUS","Europe",2,"1 - Reliable","4+ NGS facilities or equivalent",397.78,1568.10059341894,0.043008458970612,45347624,1585970,147628957,2.77154669844184,"Reliable testing capacity",2769196,1991,145912022,0.0718981249431243,1.36452087546289,0.150350560455526,NA,10860,180156,7212322,8452,0.0610659557378353,0.113593573648934,123.468921566997,1086.93579751777,0.0488543856609378,0,"Upper middle income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",366.36,"Reliable testing capacity"
"174",NA,"Rwanda","RWA","Africa",0,"1 - Reliable","0 NGS facilities or equivalent",118.94,282.737723903644,0.0274804691073422,1034693,95709,2950183,0.624049810892907,"Reliable testing capacity",7067,12,13276517,0.169803311164568,0.0903851514670602,22.0922191945556,NA,708,205,93975,573,0.00683004524047229,0.00214190932932117,1.54407967089561,720.889371813406,0.0318539561783117,0,"Low income","500+ sequences","3 - Leverage","Leverage","? Leverage existing NGS capacity","Reliable testing capacity","0 NGS facilities or equivalent","500+ sequences","Leverage","3 - Leverage",118.94,"Reliable testing capacity"
"175",NA,"Saint Helena","SHN","",NA,"NaN","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Unreliable testing capacity",0,0,6095,NA,0,100,NA,0,0,0,0,NA,NA,0,NA,NA,0,"NaN","0 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","0 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"176",NA,"Saint Kitts and Nevis","KNA","Americas",0,"0 - Unreliable","0 NGS facilities or equivalent",482.26,690.603773584906,0.076389268345992,2386,0,29491,1.52447660894288,"Reliable testing capacity",1286,16,53546,1.24416796267496,29.8808501101856,17.0749722982481,NA,29,6,2769,26,0.538977367979883,Inf,11.2053187913196,0,0.0938930521175952,0,"High income","1-499 sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Connect","0 - High Income*",482.26,"Reliable testing capacity"
"177",NA,"Saint Lucia","LCA","Americas",0,"0 - Unreliable","0 NGS facilities or equivalent",143.13,325.027173913043,0.218811136192626,0,0,42600,0.634306134603931,"Reliable testing capacity",3115,9,184401,0.28892455858748,4.88066767533799,28.3128835563113,NA,52,38,12811,52,NA,Inf,20.6072635180937,0,0.300727699530516,0,"Upper middle income","1-499 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Connect","2 - Connect",143.13,"Reliable testing capacity"
"178",NA,"Saint Martin","MAF","Americas",0,"0 - Unreliable","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Unreliable testing capacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","0 sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Test","0 - High Income*",NA,"Unreliable testing capacity"
"179",NA,"Saint Pierre and Miquelon","SPM","",NA,"NaN","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Unreliable testing capacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","0 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","0 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"180",NA,"Saint Vincent and the Grenadines","VCT","Americas",0,"0 - Unreliable","0 NGS facilities or equivalent",224.98,505.684684684685,0.101940104398639,0,0,39050,0.963840552881649,"Reliable testing capacity",3201,22,111269,0.687285223367698,19.7719041242395,12.7305431654839,NA,38,99,5624,37,NA,Inf,88.9735685590775,0,0.144020486555698,0,"Upper middle income","1-499 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Connect","2 - Connect",224.98,"Reliable testing capacity"
"181",NA,"Saint-Barthélemy","BLM","",NA,"NaN","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Unreliable testing capacity",0,9,-Inf,NA,0,28.3128835563113,NA,14,0,0,12,NA,NA,0,NA,NA,0,"NaN","1-499 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"182",NA,"Samoa","WSM","Western Pacific",0,"0 - Unreliable","0 NGS facilities or equivalent",0,0,NA,0,0,0,0,"Unreliable testing capacity",0,0,200144,NA,0,100,NA,0,0,1,0,NA,NA,0,0,NA,0,"Upper middle income","0 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","0 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"183",NA,"San Marino","SMR","Europe",0,"1 - Reliable","0 NGS facilities or equivalent",1637.06,2624.91176470588,0.0724282048696315,0,0,44986,3.62497985495568,"Reliable testing capacity",1065,0,34010,0,0,100,NA,0,247,4532,0,NA,Inf,726.256983240223,0,0.100742453207665,0,"High income","0 sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Connect","0 - High Income*",1637.06,"Reliable testing capacity"
"184",NA,"São Tomé and Príncipe","STP","Africa",0,"0 - Unreliable","0 NGS facilities or equivalent",130.44,131.579908675799,0.129546085508051,10288,0,20423,0.25549508976043,"Reliable testing capacity",856,0,223364,0,0,100,NA,0,0,2724,0,0.083203732503888,NA,0,0,0.133379033442687,0,"Lower middle income","0 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","0 sequences","Connect","1 - Test",NA,"Unreliable testing capacity"
"185",NA,"Saudi Arabia","SAU","Eastern Mediterranean",2,"1 - Reliable","4+ NGS facilities or equivalent",291.72,919.655770666973,0.0171859258311611,3894094,288684,21636964,1.7027446838817,"Reliable testing capacity",4411,7,35340680,0.158694173656767,0.0198072023515111,34.8163655131161,NA,1182,285,190352,219,0.00113274101755119,0.000987238641559629,0.806436095740093,816.86034337766,0.00879753739942443,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",291.72,"Reliable testing capacity"
"186",NA,"Senegal","SEN","Africa",1,"1 - Reliable","1-3 NGS facilities or equivalent",19.31,53.7946727185858,0.0822503325051236,118878,9331,643022,0.105214053367716,"Reliable testing capacity",573,42,17196308,7.32984293193717,0.244238472583766,6.88426078403949,NA,699,55,57011,481,0.00482006763236259,0.00589433072553853,0.31983609505017,54.2616473256934,0.0886610411463371,0,"Lower middle income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","1-3 NGS facilities or equivalent","500+ sequences","Strengthen","4 - Strengthen",19.31,"Reliable testing capacity"
"187",NA,"Serbia","SRB","Europe",1,"1 - Reliable","1-3 NGS facilities or equivalent",212.91,614.477738354126,0.237310503191466,144517,0,3391707,1.06356277271437,"Reliable testing capacity",443163,11,6871547,0.00248215667824254,0.160080401109095,23.8404190380853,NA,559,8819,1007615,233,3.06651120629407,Inf,128.340823398283,0,0.297081970818824,0,"Upper middle income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","1-3 NGS facilities or equivalent","500+ sequences","Strengthen","3 - Leverage",212.91,"Reliable testing capacity"
"188",NA,"Seychelles","SYC","Africa",0,"1 - Reliable","0 NGS facilities or equivalent",338.74,219.428571428571,NA,0,0,2957,0.0826670394185071,"Reliable testing capacity",3213,176,98910,5.47774665421724,177.939540996866,1.68771637870665,NA,543,142,23621,539,NA,Inf,143.564856940653,0,7.9881636794048,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Leverage","0 - High Income*",338.74,"Reliable testing capacity"
"189",NA,"Sierra Leone","SLE","Africa",1,"0 - Unreliable","1-3 NGS facilities or equivalent",10.27,32.588441770089,0.0247001438693943,41374,0,188420,0.0647134484244944,"Unreliable testing capacity",35,0,8141343,0,0,100,NA,57,19,3981,42,0.000845941895876638,Inf,0.233376729121964,0,0.0211283303258677,0,"Low income","1-499 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","1-3 NGS facilities or equivalent","1-499 sequences","Test","1 - Test",10.27,"Unreliable testing capacity"
"190",NA,"Singapore","SGP","Western Pacific",2,"1 - Reliable","4+ NGS facilities or equivalent",1278.43,3266.35811965812,0.0143060084953079,594846,0,14217200,6.65833040627561,"Reliable testing capacity",200231,3068,5453600,1.53223027403349,56.2564177790817,0.0975968111493919,NA,10368,3489,215042,8824,0.336609811615107,Inf,63.9760891887927,0,0.0151254818107644,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",1278.43,"Reliable testing capacity"
"191",NA,"Sint Maarten (Dutch part)","SXM","Americas",0,"0 - Unreliable","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Unreliable testing capacity",0,271,43421,NA,624.121968632689,1.0993487684165,NA,1766,0,0,1766,NA,NA,0,NA,NA,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Test","0 - High Income*",NA,"Unreliable testing capacity"
"192",NA,"Slovakia","SVK","Europe",1,"1 - Reliable","1-3 NGS facilities or equivalent",17251.35,7612.66684981685,0.0309474562121869,219172,0,40391884,20.2678930202218,"Reliable testing capacity",500183,7100,5460726,1.41948047014793,130.019341750529,0.0421845121351683,NA,15334,51354,1115829,15226,2.28214826711441,Inf,940.424405106574,0,0.0276250793352447,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",17251.35,"Reliable testing capacity"
"193",NA,"Slovenia","SVN","Europe",2,"1 - Reliable","4+ NGS facilities or equivalent",3345.26,3450.71524771525,0.0613255827925058,53816,0,6595574,8.69171031910758,"Reliable testing capacity",162099,8056,2078723,4.9698024047033,387.54562296179,0.0371794357107991,NA,37003,9113,343638,32834,3.01209677419355,Inf,438.394148715341,0,0.0521013030859786,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",3345.26,"Reliable testing capacity"
"194",NA,"Solomon Islands","SLB","Western Pacific",0,"1 - Reliable","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Reliable testing capacity",0,0,703995,NA,0,100,NA,6,0,3,1,NA,NA,0,NA,NA,0,"Lower middle income","1-499 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Connect","2 - Connect",NA,"Reliable testing capacity"
"195",NA,"Somalia","SOM","Eastern Mediterranean",0,"0 - Unreliable","0 NGS facilities or equivalent",23.24,23.0462467753099,0.0629965544919923,156814,0,330268,0.0569334823895072,"Unreliable testing capacity",4506,0,16359500,0,0,100,NA,35,23,18495,11,0.028734679301593,Inf,0.140591093859837,0,0.0559999757772476,0,"Low income","1-499 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Test","1 - Test",7.47,"Unreliable testing capacity"
"196",NA,"South Africa","ZAF","Africa",2,"1 - Reliable","4+ NGS facilities or equivalent",101.95,341.243403193445,0.156506127708627,3010366,391992,14285996,0.659928764074477,"Reliable testing capacity",284377,2146,60041996,0.754632055334995,3.57416498945172,0.139498708457342,NA,24803,129422,2287947,19500,0.0944659220838928,0.330164901324517,215.552460980811,652.863039396625,0.160153131780241,0,"Upper middle income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","4+ NGS facilities or equivalent","500+ sequences","Strengthen","4 - Strengthen",101.95,"Reliable testing capacity"
"197",NA,"South Georgia and the South Sandwich Islands","SGS","",NA,"NaN","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Unreliable testing capacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","0 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","0 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"198",NA,"South Korea","KOR","Western Pacific",2,"1 - Reliable","4+ NGS facilities or equivalent",95.55,308.257719089508,0.0330983199575552,2153437,0,12525377,0.669334322297353,"Reliable testing capacity",245099,3530,51305184,1.44023435428133,6.88039633577769,0.0848289368248212,NA,20467,40778,479604,18396,0.113817585562057,Inf,79.4812469632698,0,0.0382905839880109,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",95.55,"Reliable testing capacity"
"199",NA,"South Sudan","SSD","Africa",0,"1 - Reliable","0 NGS facilities or equivalent",14.4,27.3944077184206,0.0419790447182972,54770,4558,242361,0.0593177362628218,"Reliable testing capacity",1118,0,11381377,0,0,100,NA,89,50,9667,88,0.0204126346540077,0.0109697235629662,0.439314153287427,40.0478782136819,0.0398867804638535,0,"Low income","1-499 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Connect","2 - Connect",14.4,"Reliable testing capacity"
"200",NA,"Spain","ESP","Europe",2,"1 - Reliable","4+ NGS facilities or equivalent",555.57,1364.92805047588,0.0828972767236726,6308653,0,43875288,2.57098210871887,"Reliable testing capacity",371664,7925,46745211,2.13230229454561,16.9536083600093,0.0377938944598366,NA,80136,87232,3559615,70332,0.0589133686699839,Inf,186.6116295849,0,0.0811302936632576,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",555.57,"Reliable testing capacity"
"201",NA,"Sri Lanka","LKA","South-East Asia",1,"1 - Reliable","1-3 NGS facilities or equivalent",71.64,111.369028160463,0.240236167808298,0,0,1425800,0.182426627276095,"Reliable testing capacity",81945,566,21497306,0.690707181646226,2.63288804653011,0.527883094771908,NA,1995,4479,540112,1937,NA,Inf,20.8351688346437,0,0.378813297797728,0,"Lower middle income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","1-3 NGS facilities or equivalent","500+ sequences","Strengthen","4 - Strengthen",71.64,"Reliable testing capacity"
"202",NA,"Sudan","SDN","Eastern Mediterranean",0,"0 - Unreliable","0 NGS facilities or equivalent",5.61,12.8381719081393,0.0791006517556902,113252,0,428105,0.0267483958803828,"Unreliable testing capacity",6578,0,44909351,0,0,100,NA,111,359,22938,83,0.0580828594638505,Inf,0.799388082896143,0,0.0535803132409105,0,"Low income","1-499 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Test","1 - Test",5.39,"Unreliable testing capacity"
"203",NA,"Suriname","SUR","Americas",0,"1 - Reliable","0 NGS facilities or equivalent",0,0,NA,0,0,0,0,"Reliable testing capacity",16565,38,591798,0.229399335949291,6.42110990574487,7.58076516829646,NA,804,150,45849,706,NA,Inf,25.3464864700455,0,NA,0,"Upper middle income","500+ sequences","3 - Leverage","Leverage","? Leverage existing NGS capacity","Reliable testing capacity","0 NGS facilities or equivalent","500+ sequences","Leverage","3 - Leverage",NA,"Reliable testing capacity"
"204",NA,"Sweden","SWE","Europe",2,"1 - Reliable","4+ NGS facilities or equivalent",476.54,936.943756807605,0.129908229538706,0,0,6136320,1.66470300192478,"Reliable testing capacity",87544,19963,10160159,22.8033902951659,196.483145588568,0.0150052973434067,NA,133525,17072,909119,131282,NA,Inf,168.028866477385,0,0.148153779463913,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",476.54,"Reliable testing capacity"
"205",NA,"Switzerland","CHE","Europe",2,"1 - Reliable","4+ NGS facilities or equivalent",582.34,1557.75609474292,0.0824723144186942,3375105,460126,10497233,3.32288185623956,"Reliable testing capacity",295813,25498,8715494,8.61963470165273,292.559434955724,0.0117482010266845,NA,94713,43395,738092,84622,0.0876455695452438,0.0943111234748743,497.906372260712,5279.40240679415,0.0703130053415029,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",424.07,"Reliable testing capacity"
"206",NA,"Syria","SYR","Eastern Mediterranean",0,"0 - Unreliable","0 NGS facilities or equivalent",0,0,NA,0,0,0,0,"Unreliable testing capacity",19467,0,18275704,0,0,100,NA,0,563,40106,0,NA,Inf,3.08059268195633,0,NA,0,"Low income","0 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","0 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"207",NA,"Taiwan","TWN","Western Pacific",2,"1 - Reliable","4+ NGS facilities or equivalent",215.97,367.11584162573,0.00191420053849685,3137362,176661,8407374,0.967120181797162,"Reliable testing capacity",639,0,23855008,0,0,100,NA,267,75,16001,108,0.000203674297068684,0.000424541919269109,0.314399391523994,740.561478746936,0.00190321020570751,0,"High income","1-499 sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Leverage","0 - High Income*",215.97,"Reliable testing capacity"
"208",NA,"Tajikistan","TJK","Europe",0,"0 - Unreliable","0 NGS facilities or equivalent",0,0.0733906479345775,NA,0,0,0,0,"Unreliable testing capacity",9,0,9749625,0,0,100,NA,0,0,4636,0,NA,NA,0,0,NA,0,"Low income","0 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","0 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"209",NA,"Tanzania","TZA","Africa",0,"1 - Reliable","0 NGS facilities or equivalent",3.74,4.9748719322329,0.0885321147225989,26808,0,216933,0.00994972689425402,"Reliable testing capacity",24942,0,61498438,0,0,100,NA,0,39,25800,0,0.930393912264996,Inf,0.0634162448158439,0,0.118930729764489,0,"Lower middle income","0 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","0 sequences","Connect","2 - Connect",3.74,"Reliable testing capacity"
"210",NA,"Thailand","THA","South-East Asia",1,"1 - Reliable","1-3 NGS facilities or equivalent",69.69,87.5915042979943,0.354708224080687,0,0,4771547,0.187288417003572,"Reliable testing capacity",762104,3174,69950844,0.416478590848493,4.53747205680606,0.0943389722668608,NA,8605,19880,2164409,7974,NA,Inf,28.4199573060191,0,0.453607393996119,0,"Upper middle income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","1-3 NGS facilities or equivalent","500+ sequences","Strengthen","4 - Strengthen",69.69,"Reliable testing capacity"
"211",NA,"The Bahamas","BHS","Americas",0,"1 - Reliable","0 NGS facilities or equivalent",126.96,433.284987277354,0.134372008621044,31673,497,124839,0.870291749451009,"Reliable testing capacity",3280,0,396914,0,0,100,NA,133,42,15222,108,0.103558235721277,0.0845070422535211,10.5816373320165,125.216041762195,0.121933049768101,0,"High income","1-499 sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Connect","0 - High Income*",126.96,"Reliable testing capacity"
